image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
462505,462505.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['car', 'car', 'car', 'car', 'bus', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[1695.129050000001, 767.4770500000005, 1043.3171000000004, 197.97084999999987, 60781.86054999999, 298.92269999999974, 249.1560000000002, 235.85545000000013, 221.2677999999998, 71.19399999999992, 189.07059999999984, 144.70250000000001, 22.82295000000009]","['A Manchester bus with passengers is traveling down the road. ', 'a double deckered bus on a city street ', 'A doubledecker bus comes down the street in town.', 'A bus with Manchester riding down the street in a rural area.', 'A bus sits next to a tree and sidewalk.']"
463620,463620.jpg,['vehicle'],['train'],[31932.16055],"['A train passing through an open bridge over water', 'A train going across the bridge beside the river. ', 'a train on tracks drives on a bridge over some water ', 'Industrial train riding the tracks on the bridge over the river', 'Freight train going over a bridge on a river.']"
464616,464616.jpg,"['animal', 'person', 'person', 'person', 'person', 'person', 'person']","['elephant', 'person', 'person', 'person', 'person', 'person', 'person']","[36942.52924999999, 165.33449999999993, 201.48619999999974, 408.84114999999986, 470.94434999999976, 272.3130500000001, 72.62144999999985]","['An elephant standing in a lush leaf filled jungle.', 'A very big pretty elephant in the woods.', 'This is an image of an elephant in the forest.', 'An elephant holding its trunk up in its enclosure.', 'an elephant next to a tree near many bushes']"
465412,465412.jpg,"['sports', 'person', 'sports']","['sports ball', 'person', 'tennis racket']","[58.71794999999994, 9843.062549999995, 266.4975999999994]","['A woman standing on a tennis court holding a racquet.', 'Athlete preparing to return ball during tennis game.', 'a woman reaching up so she can hit a tennis ball ', 'A person that is holding a racquet in their hand and playing tennis.', 'The female tennis player is going for a very high serve.']"
466265,466265.jpg,"['animal', 'animal', 'animal']","['zebra', 'zebra', 'zebra']","[18736.2425, 6709.219549999999, 6148.924]","['Three zebras eating hay from bales inside a barn-like structure.\n', '3 zebras eating hay inside of a stable', 'Three stripped zebras are lined up eating hay.', 'A group of zebras at the zoo eating hay. ', 'Zebras are seen eating hay in a large stall.']"
467646,467646.jpg,"['furniture', 'furniture', 'furniture', 'furniture', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'accessory', 'furniture', 'furniture', 'furniture', 'person', 'person', 'person', 'person', 'accessory', 'accessory', 'accessory', 'accessory', 'furniture', 'furniture', 'furniture', 'furniture', 'person', 'accessory', 'accessory', 'furniture', 'furniture', 'person', 'furniture', 'accessory']","['chair', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'umbrella', 'umbrella', 'umbrella', 'umbrella', 'umbrella', 'umbrella', 'umbrella', 'chair', 'chair', 'chair', 'person', 'person', 'person', 'person', 'umbrella', 'umbrella', 'umbrella', 'umbrella', 'chair', 'chair', 'chair', 'chair', 'person', 'umbrella', 'umbrella', 'chair', 'chair', 'person', 'chair', 'umbrella']","[890.9411500000007, 347.31999999999965, 540.2472499999999, 604.3459000000005, 756.2025500000008, 633.6234499999993, 783.5606499999998, 375.67950000000025, 229.9904000000001, 217.63544999999988, 191.16159999999985, 220.38990000000013, 1629.7603999999994, 869.7002999999997, 3406.5963999999994, 734.0673500000006, 1601.8303500000025, 1347.898249999999, 1101.9205000000002, 355.59589999999986, 336.55735000000004, 705.2116499999997, 206.60664999999958, 244.08069999999998, 713.8010500000014, 281.80685, 978.5011999999999, 789.6561499999999, 670.2499000000001, 1295.3808999999985, 533.9357499999998, 147.0745500000002, 345.80595000000017, 161.97574999999983, 254.13325000000006, 1223.435199999999, 416.84175, 122.00874999999981, 471.7394500000002, 3724, 1565, 35784]","['Many umbrellas are set up on a sandy beach. ', 'A PICTURE OF PEOPLE ON A BEACH UNDER A TENT ', 'A beach lined with lots of umbrellas and lawn chairs.', 'a beach with lots of umbrellas set up and people laid out', 'a bunch of beach chairs all in a row']"
468394,468394.jpg,"['furniture', 'person', 'outdoor', 'outdoor']","['chair', 'person', 'bench', 'bench']","[21972.029, 2076.2497999999987, 43495.5919, 2040.7604999999974]","['a very large bench on the street and a chair', 'A couple of wooden benches sitting next to each other.', 'The bench and chair are empty right now.', 'a wood bench and chair are set outside ', 'Several ferns in line next to a chair.']"
468771,468771.jpg,"['person', 'animal', 'animal', 'animal']","['person', 'giraffe', 'giraffe', 'giraffe']","[38864.07715, 45100.30579999998, 7434.272400000002, 9489.664350000003]","['A smiling man hand feeds a giraffe as two other giraffes stand in the background.', 'A man and some giraffe standing in a field.', 'A man feed in a giraffe from his hand.', 'A man feeding food to a giraffe on a lush green field.', 'A man hand feeding a giraffe leaning over a fence.']"
468825,468825.jpg,"['person', 'person', 'sports', 'sports']","['person', 'person', 'tennis racket', 'tennis racket']","[26518.084499999997, 4115.511150000001, 3032.5955999999996, 533.8184999999996]","['A person on a court with a tennis racket.', 'a couple playing doubles tennis together on a court', 'there is a man and a woman playing on the same team in tennis', 'A boy and a girl on a brown and green tennis court with rackets in their hands. ', 'A man standing on a tennis court holding a racquet.']"
469445,469445.jpg,['food'],['pizza'],[151519.93305],"['a close up of a pizza on a napkin on a table ', 'A pizza sitting on top of tissue paper covered in greens.', 'A golden crispy pizza with greens on top.', 'a large pizza with leaves is on a table', 'A pizza with vegetables and cheese on a plate']"
469816,469816.jpg,"['outdoor', 'outdoor']","['stop sign', 'traffic light']","[7566.57845, 26323.9442]","['A stop light with a stop sign underneath it', 'a traffic light over a street sign on a pole', 'A traffic light sitting above a red stop sign.', 'There is a red stoplight above a stop sign.', 'A traffic light reads red against the cloudy sky.']"
470907,470907.jpg,['animal'],['elephant'],[145243.09339999995],"['An Indian elephant walks around outside during daylight.', 'An elephant walks along the trail in the jungle.', 'An elephant with tusks walking towards the camera.', 'A large gray elephant standing on a lush green field.', 'An elephant walking down a path in the forest.']"
471871,471871.jpg,"['animal', 'vehicle']","['cat', 'car']","[45654.166549999994, 89075.80129999999]","['A tad in front of the thunder of a car', 'A cat sitting next to the bumper of a parked car.', 'a small cat sits next to a parked car', 'A cat sitting in the grass under the bumper of a car.', ""A calico cat sits under a car's front fender. ""]"
474024,474024.jpg,"['electronic', 'person', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor']","['cell phone', 'person', 'bench', 'bench', 'bench', 'bench', 'bench']","[387.1442000000005, 30952.49199999999, 62910.05975, 1481.8131499999995, 920.5854999999998, 1313.5601499999989, 1003.7466499999998]","['A woman walking down a street while talking on a cell phone.', 'a girl pulling a suitcase while walking and talking on her phone', 'A young woman on a cellphone smiling and walking.', 'A woman talking on her cell phone while walking.', 'The woman is talking on the phone while walking.']"
474353,474353.jpg,"['accessory', 'person']","['tie', 'person']","[3245.2304000000013, 71887.89359999998]","['A man wearing a tie and glasses is standing by a door.', 'A man dressed in suit coat and tie standing against interior door.', 'A man standing in a hallway with glasses on. ', 'A man in black jacket wearing a striped tie by door.', 'Well dressed man standing in front of a door ']"
474545,474545.jpg,"['animal', 'animal', 'animal']","['zebra', 'zebra', 'zebra']","[7967.53545, 5884.552900000002, 4989.087600000001]","['A group of zebras that are standing in the grass.', 'Three zebras that are walking near a body of water.', 'Three zebras walking along a river near a grassland.', 'A herd of zebra standing along side of a river.', 'Three zebra stand in a grassy field next to a small body of water.']"
474827,474827.jpg,['indoor'],['clock'],[7537.694199999999],"['A all metal clock sitting next to a leaf free tree.', 'A clock on a pole near some trees.', 'A pole that has a clock at the top of it.', 'A clock on a post outside by some trees.', 'A tall pole with a clock at the top']"
475236,475236.jpg,"['food', 'food', 'food']","['donut', 'donut', 'donut']","[52951.16114999999, 36566.74375000001, 29418.681950000006]","['DOUGHNUTS KEPT IN A PLATE ON A TABLE.', 'Several donuts are on a fluted serving dish with icing dripping off.', 'Glazed doughnuts placed next to each other on a tray.', 'a white plate filled up with a lot of glazed donuts', 'A closeup picture of glazed doughnuts on a glass plate']"
476380,476380.jpg,['food'],['pizza'],[229292.33715],"['A box with a pizza that is missing a piece in it. ', 'A large pizza sitting on top of a box.', 'a very large pizza that is in a box', 'A large pizza with various toppings sits in the box', 'A large veggie pizza is shown in a cardboard box.']"
476481,476481.jpg,['animal'],['cat'],[72685.30985],"['a gray and white cat sitting by a window', 'A long haired gray cat sits on a window sill.', 'A cat sitting on a windowsill looking outside. ', 'Fluffy grey cat sitting on a window ledge looking outside.', 'A cat sitting on top of a window sill looking out a window.']"
477852,477852.jpg,"['vehicle', 'person', 'person', 'vehicle']","['motorcycle', 'person', 'person', 'motorcycle']","[26236.50815000001, 15990.608249999996, 6520.292649999998, 8309.924950000002]","['A racer drives a motorcycle on the track.', 'Professional motorcycle racer leaning in to a curve', 'A person on a motorcycle in the middle of a race.', 'Person wearing helmet and riding motorcycle around a track. ', 'Professional motorcyclists racing along a curve on a race track.']"
479035,479035.jpg,"['person', 'kitchen', 'kitchen', 'food', 'food', 'food', 'kitchen', 'kitchen', 'food', 'food', 'food']","['person', 'knife', 'knife', 'donut', 'donut', 'donut', 'fork', 'spoon', 'donut', 'donut', 'donut']","[26012.002849999997, 1127.473100000003, 1910.6598500000005, 18358.093800000006, 25985.62075, 15752.5374, 1225.6284999999998, 495.79254999999955, 12690.457650000004, 12241.14245, 10215.93355]","['Doughnuts on a plate being cut in  half by someone.', 'A person cutting a plate of doughnuts in half.', 'A person cutting a donut on a plate of 6 donuts.', 'Two plain chocolate covered donuts, two white powdered covered donuts and two peanut covered chocolate donuts.', 'a variety of donuts on a plate together ']"
480601,480601.jpg,"['person', 'person', 'sports']","['person', 'person', 'skis']","[1457.7972999999993, 327.8336499999994, 211.35215000000025]","['A couple of people on skis standing in the snow.', 'Two people skiing on a wide slope with trees in the background.', 'A person on skis goes across a snowy slope.', 'THIS IS A PHOTO OF PEOPLE SNOW SKIING', 'A person standing in the snow near several trees.']"
480990,480990.jpg,"['sports', 'person']","['skis', 'person']","[2666.7971999999986, 37061.441999999995]","['a man is skiing down a mountain of snow', 'A person on some skis in the snow.', 'A man is on the snowy hill in his ski gear. ', 'A male skier downhill skiing and kicking up snow', 'there is a man on skies riding down a hill']"
482858,482858.jpg,"['accessory', 'person', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor', 'indoor']","['umbrella', 'person', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']","[14691.708200000003, 19387.38485, 276.01119999999963, 421.8758499999997, 462.0025500000006, 315.3737500000001, 233.0471499999991, 624.9250999999992, 334.20965000000035, 382.12159999999915, 484.8188000000026, 460.02430000000084, 506.59474999999975]","['A girl with an umbrella in front of a store window.', 'A girl with glasses holding an umbrella looking through a shop window.', 'A woman holding an umbrella standing next to a  wooden building.', 'A woman with an umbrella outside of a window.', 'A girl with a pink umbrella and glasses. ']"
482912,482912.jpg,"['animal', 'vehicle', 'vehicle']","['dog', 'boat', 'boat']","[14667.458849999997, 43478.823599999996, 45291.79665]","['a small dog is standing on the edge of a boat', 'A dog is standing on a boat and looking back', 'A brown dog standing on top of a white boat.', 'A dog sits at the bow of a small boat in a canal.', 'A dog that is standing on a boat.']"
